"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"42269236017639424","","","","","2011-02-28 17:05:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Doing my monthly ""Update All Apps"" on iPad. 42 this time."
"42047077726961664","","","","","2011-02-28 02:22:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","And now I think the bed is calling. Enjoy the madness folks. White people in expensive clothes are the closest thing we have to royalty."
"42046726667902976","","","","","2011-02-28 02:21:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","It's as if the ""Wrap it up"" music is trying to scare people off the stage, going from orchestral pianos to dark foreboding violins."
"42040386788659200","","","","","2011-02-28 01:56:23 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","If I'm pouring these drinks right, I'm hoping to sound just like Kirk Douglas in a bit. #oscars"
"42029862868750336","","","","","2011-02-28 01:14:34 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","How can you not have a complete crush on Tim Gunn?"
"42014425900646400","42013914841489408","17330458","","","2011-02-28 00:13:14 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@dlnorman ""Dad, look at my great sketch."" ""Oh, that's awesome..wait, that iPad isn't even turned on. Son of a..."""
"42013357053718528","42012082941595648","17330458","","","2011-02-28 00:08:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@dlnorman I have the Pogo Sketch and I find it too small to be comfortable. I think Sharpie version here would be good http://t.co/ffvuOj7","http://www.kickstarter.com/projects/1004382302/more-real-stylus-cap"
"41703613042663424","41701167889129472","23041881","","","2011-02-27 03:38:10 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@noiseprofessor You're such a predictable hippie."
"41702829034975233","41702669844365312","740343","","","2011-02-27 03:35:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@cogdog @intrepidteacher No shame in that. :-)"
"41700092620709888","41699886760083456","11976052","","","2011-02-27 03:24:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@intrepidteacher No worries, as I said, if you need a voice for any of your projects feel free to send files and I'll add."
"41699651421872128","41697367350706176","11976052","","","2011-02-27 03:22:26 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@intrepidteacher @noiseprofessor Headed to bed in a few minutes, lemme know if you need my golden voice tonight."
"41695977857482752","41695630749474816","11976052","","","2011-02-27 03:07:50 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@intrepidteacher The key is to catch us late night when we're drunk ;-) (although time differences make that a moving target)."
"41694053728915456","41693929963405312","11976052","","","2011-02-27 03:00:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@intrepidteacher Sorry, wasn't clear on if we were still doing it live or not. Shut lid of laptop. Back on now."
"41692211938594816","41691869310222336","11976052","","","2011-02-27 02:52:52 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@intrepidteacher If we can't do it live you can record and send and I'll lay a track down in Garageband for you. More work on your end..."
"41690821434687489","41690684817817600","11976052","","","2011-02-27 02:47:21 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@intrepidteacher Looking around to see if I have my USB mic. No headset, might have to be simple built in mic on laptop."
