"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"29186546725","29183280523","9281052","","","2010-10-30 14:11:57 +0000","<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","@_BMF_ Big win for Facebook, that's a good team of devs. Now I've got to find a similar service to use in the meantime."
"29181466071","","","","","2010-10-30 13:07:04 +0000","<a href=""http://reederapp.com"" rel=""nofollow"">Reeder</a>","Well crap, Facebook bought my beloved @dropio and the service is shutting down. Hope FB will integrate it... http://j.mp/ciLiM5"
"28984110307","","","","","2010-10-28 12:31:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Lunch pizza never makes it to lunch."
"28915420526","","18678074","","","2010-10-27 18:52:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@edutechgeek In Windows 7 they made a universal hotkey for sending video to projector. Windows Key + P"
"28805223484","28804693344","17028166","","","2010-10-26 16:16:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@docmjs That's awesome! Have you seen http://enterprise-css.com/ ? (also an HTML and JS version)"
"28797464204","","","","","2010-10-26 14:46:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","After VP begs for iPad 4.2 beta so he can multitask I load it on there and show him how it works and he promptly forgets why it mattered."
"28783008242","","","","","2010-10-26 11:57:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","RT @fchimero: Good music makes me feel like I stood up too fast."
"28724399085","","","","","2010-10-25 20:58:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","RT @worshipVJ: Wow. @owlcity covers ""In Christ Alone""...beautiful blog post that goes with it: http://bit.ly/9pv8sF // !!!"
"28685502147","","","","","2010-10-25 12:25:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Drinking black tea in the mornings reminds me of my year in Germany as a foreign xchange student. Interesting sensory experience."
"28357339202","28074493750","7110832","","","2010-10-22 00:44:41 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@timstahmer ?Digital media, particularly whiteboards, will revolutionise education."" I think I need to shower now. Agreed on #5"
"28065236073","28064108737","9074382","","","2010-10-21 22:14:47 +0000","<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","@SteveBFW I thought upgrade disk only asked you to put old OS disk in or product key. You have to completely install it?"
"28035255379","","","","","2010-10-21 15:11:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","So the people who defended the ""app store"" concept on Android because ""You don't have to use it"" now hate the Mac App Store concept?"
"28010578362","27968425538","198934345","","","2010-10-21 09:23:21 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@JonathanWonders I think the health of their recent child would give me pause, but ultimately none of my business."
"27959740838","","","","","2010-10-20 19:45:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Anyone on a Mac want to try the Facetime Beta? Download link: http://www.apple.com/mac/facetime/ and my e-mail is genial AT gmail.com"
"27954226012","","","","","2010-10-20 18:25:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","No doubt my next laptop purchase http://www.apple.com/macbookair/"
"27924658009","","18906863","","","2010-10-20 12:08:39 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@LauraBTRT This article leads me to think a Facebook Page is better for VSTE than a group. Thoughts? http://is.gd/g9ANb"
"27922535249","27920520684","194469517","","","2010-10-20 11:38:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@JohnBostonRowe Cracks me up that all your tweets are at the wee hours of the morning. Symptom of new parenthood. :-) Enjoy these times"
"27867097573","27866782539","9281052","","","2010-10-19 20:47:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@_BMF_ Very cool. How's it going? I'm tempted to start it again. Tried running 2 weeks ago after long break and it wasn't pretty."
"27865403180","27860435293","101623223","","","2010-10-19 20:23:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@Jonathan0wens Well it's faster. And supports flash ::rolls eyes::. Supports wireless tether but that pretty much got locked by carriers."
